Entfernung [m],Höhenunterschied [m],Zeit [s],Geschwindigkeit [m/s],Geschwindigkeit [km/h]
33.610534,-6.600000,2.000000,16.805267,60.498961
23.285504,-6.800000,1.000000,23.285504,83.827816
19.201561,-3.600000,1.000000,19.201561,69.125619
19.192034,-3.800000,1.000000,19.192034,69.091324
18.039485,-2.400000,1.000000,18.039485,64.942146
17.393435,-1.800000,1.000000,17.393435,62.616366
18.656646,-5.000000,1.000000,18.656646,67.163924
16.454747,-2.200000,1.000000,16.454747,59.237090
16.376042,-1.400000,1.000000,16.376042,58.953750
15.502504,-2.600000,1.000000,15.502504,55.809014
30.147913,-2.800000,2.000000,15.073956,54.266243
13.776545,-0.800000,1.000000,13.776545,49.595563
14.171827,-2.600000,1.000000,14.171827,51.018577
13.719438,-2.200000,1.000000,13.719438,49.389976
12.237608,-2.000000,1.000000,12.237608,44.055387
14.459904,-1.800000,1.000000,14.459904,52.055653
17.479349,-1.600000,1.000000,17.479349,62.925657
12.099844,-2.000000,1.000000,12.099844,43.559439
18.002007,-1.200000,1.000000,18.002007,64.807224
13.413034,-3.200000,1.000000,13.413034,48.286922
17.241045,-1.000000,1.000000,17.241045,62.067764
22.597777,-5.800000,1.000000,22.597777,81.351996
20.602343,-6.800000,1.000000,20.602343,74.168434
20.076223,-2.400000,1.000000,20.076223,72.274403
20.131242,-4.800000,1.000000,20.131242,72.472471
19.276775,-4.200000,1.000000,19.276775,69.396389
17.624042,-3.000000,1.000000,17.624042,63.446550
17.512684,-2.800000,1.000000,17.512684,63.045663
17.624070,-2.600000,1.000000,17.624070,63.446654
16.470314,-1.600000,1.000000,16.470314,59.293132
13.589729,-2.400000,1.000000,13.589729,48.923024
11.628995,-3.800000,1.000000,11.628995,41.864383
12.183641,-4.000000,1.000000,12.183641,43.861108
12.225931,-2.600000,1.000000,12.225931,44.013350
12.175320,-4.400000,1.000000,12.175320,43.831154
11.306766,-2.800000,1.000000,11.306766,40.704359
12.559689,-5.400000,1.000000,12.559689,45.214882
13.954950,-5.000000,1.000000,13.954950,50.237821
17.285988,-8.400000,1.000000,17.285988,62.229557
15.598428,-2.800000,1.000000,15.598428,56.154342
15.904144,-6.200000,1.000000,15.904144,57.254917
16.654232,-8.000000,1.000000,16.654232,59.955235
16.939751,-5.600000,1.000000,16.939751,60.983102
19.374914,-8.000000,1.000000,19.374914,69.749692
19.593674,-6.400000,1.000000,19.593674,70.537225
18.508882,-4.400000,1.000000,18.508882,66.631976
16.612729,-3.000000,1.000000,16.612729,59.805825
15.701645,-2.000000,1.000000,15.701645,56.525921
16.273332,-4.600000,1.000000,16.273332,58.583995
16.889815,-4.200000,1.000000,16.889815,60.803334
17.452565,-3.400000,1.000000,17.452565,62.829233
17.871531,-3.600000,1.000000,17.871531,64.337510
19.138349,-6.600000,1.000000,19.138349,68.898057
19.649010,-5.200000,1.000000,19.649010,70.736435
19.723464,-2.200000,1.000000,19.723464,71.004471
21.638712,-5.400000,1.000000,21.638712,77.899365
22.989434,-6.800000,1.000000,22.989434,82.761962
21.781430,-10.800000,1.000000,21.781430,78.413148
14.050874,-0.800000,1.000000,14.050874,50.583147
11.849338,-0.400000,1.000000,11.849338,42.657617
8.340114,-0.200000,1.000000,8.340114,30.024412
5.011696,0.200000,1.000000,5.011696,18.042106
2.797120,0.200000,1.000000,2.797120,10.069634
2.078861,0.000000,1.000000,2.078861,7.483901
4.833105,0.000000,2.000000,2.416552,8.699589
8.983598,-0.600000,6.000000,1.497266,5.390159
1.454125,-0.200000,1.000000,1.454125,5.234850
3.157329,0.000000,4.000000,0.789332,2.841596
3.815628,-0.200000,3.000000,1.271876,4.578754
2.499097,-0.200000,2.000000,1.249549,4.498375
4.761785,-0.800000,6.000000,0.793631,2.857071
4.440042,0.000000,6.000000,0.740007,2.664025
2.610623,-0.400000,7.000000,0.372946,1.342606
4.320286,-0.800000,10.000000,0.432029,1.555303
7.672656,0.000000,4.000000,1.918164,6.905391
3.478822,-0.200000,1.000000,3.478822,12.523759
18.758467,-0.800000,4.000000,4.689617,16.882620
5.182408,1.400000,1.000000,5.182408,18.656669
1408.809538,382.400000,331.000000,4.256222,15.322400
4.236866,-0.800000,1.000000,4.236866,15.252716
9.042947,-1.000000,1.000000,9.042947,32.554609
19.642428,-1.000000,2.000000,9.821214,35.356370
9.807536,-0.800000,1.000000,9.807536,35.307131
8.976439,-1.400000,1.000000,8.976439,32.315179
23.540499,-0.600000,3.000000,7.846833,28.248599
19.007004,-0.600000,3.000000,6.335668,22.808405
11.463243,-0.400000,2.000000,5.731622,20.633837
18.710632,-1.000000,3.000000,6.236877,22.452758
6.904732,-0.200000,1.000000,6.904732,24.857037
7.844814,-0.400000,1.000000,7.844814,28.241330
9.179228,-0.400000,1.000000,9.179228,33.045221
11.016406,-1.800000,1.000000,11.016406,39.659061
12.422910,-1.400000,1.000000,12.422910,44.722477
13.444911,-3.800000,1.000000,13.444911,48.401680
13.036495,-2.400000,1.000000,13.036495,46.931380
13.887774,-2.600000,1.000000,13.887774,49.995985
12.933626,-1.600000,1.000000,12.933626,46.561052
12.469576,-1.200000,1.000000,12.469576,44.890472
21.732905,-1.800000,2.000000,10.866452,39.119228
8.650919,-2.400000,1.000000,8.650919,31.143309
9.365279,-4.200000,1.000000,9.365279,33.715004
9.144125,-1.800000,1.000000,9.144125,32.918850
10.078244,-4.200000,1.000000,10.078244,36.281677
9.591635,-3.400000,1.000000,9.591635,34.529886
9.645036,-3.400000,1.000000,9.645036,34.722131
10.635400,-5.600000,1.000000,10.635400,38.287441
9.645665,-2.000000,1.000000,9.645665,34.724395
11.579131,-6.800000,1.000000,11.579131,41.684870
10.223360,-2.800000,1.000000,10.223360,36.804096
11.949176,-6.600000,1.000000,11.949176,43.017033
10.801186,-3.600000,1.000000,10.801186,38.884270
12.333786,-6.400000,1.000000,12.333786,44.401631
10.664373,-1.800000,1.000000,10.664373,38.391743
12.661489,-6.600000,1.000000,12.661489,45.581359
12.710850,-3.000000,1.000000,12.710850,45.759059
13.517715,-5.000000,1.000000,13.517715,48.663775
15.180325,-4.000000,1.000000,15.180325,54.649169
18.011812,-3.200000,1.000000,18.011812,64.842524
20.086695,-7.800000,1.000000,20.086695,72.312103
18.827199,-5.800000,1.000000,18.827199,67.777917
16.190165,-1.800000,1.000000,16.190165,58.284593
13.426229,-2.600000,1.000000,13.426229,48.334425
10.963101,-1.000000,1.000000,10.963101,39.467162
11.628627,-3.600000,1.000000,11.628627,41.863057
13.805899,-1.200000,1.000000,13.805899,49.701237
13.754164,-4.600000,1.000000,13.754164,49.514990
20.182890,-5.600000,1.000000,20.182890,72.658403
18.950865,-6.800000,1.000000,18.950865,68.223113
18.755004,-3.200000,1.000000,18.755004,67.518015
15.163461,-3.400000,1.000000,15.163461,54.588460
24.527393,-9.400000,1.000000,24.527393,88.298614
20.132798,-5.000000,1.000000,20.132798,72.478074
16.232314,-4.000000,1.000000,16.232314,58.436329
23.909913,-4.400000,1.000000,23.909913,86.075687
15.456034,-1.200000,1.000000,15.456034,55.641722
18.893106,-3.200000,1.000000,18.893106,68.015180
22.487600,-2.600000,1.000000,22.487600,80.955360
17.676673,-2.400000,1.000000,17.676673,63.636022
17.316352,-3.200000,1.000000,17.316352,62.338868
16.447702,-1.400000,1.000000,16.447702,59.211728
16.540631,-2.800000,1.000000,16.540631,59.546271
15.959021,-0.800000,1.000000,15.959021,57.452477
16.477557,-3.000000,1.000000,16.477557,59.319206
16.454757,-1.600000,1.000000,16.454757,59.237126
15.743927,-2.200000,1.000000,15.743927,56.678138
15.602865,-1.400000,1.000000,15.602865,56.170313
16.396611,-1.800000,1.000000,16.396611,59.027799
16.753577,-2.400000,1.000000,16.753577,60.312878
17.365959,-3.600000,1.000000,17.365959,62.517454
17.727442,-3.000000,1.000000,17.727442,63.818792
39.545503,-4.200000,2.000000,19.772752,71.181906
22.699538,-10.600000,1.000000,22.699538,81.718338
20.356419,-5.000000,1.000000,20.356419,73.283110
16.802323,-2.800000,1.000000,16.802323,60.488364
13.502053,-2.000000,1.000000,13.502053,48.607390
13.192688,-5.000000,1.000000,13.192688,47.493676
12.460596,-0.800000,1.000000,12.460596,44.858144
10.610797,-1.000000,1.000000,10.610797,38.198870
10.735573,-1.800000,1.000000,10.735573,38.648064
10.691972,-3.600000,1.000000,10.691972,38.491098
10.040909,-2.200000,1.000000,10.040909,36.147272
9.955425,-2.600000,1.000000,9.955425,35.839530
10.348064,-4.000000,1.000000,10.348064,37.253030
10.720890,-4.200000,1.000000,10.720890,38.595205
11.484344,-6.400000,1.000000,11.484344,41.343640
9.543834,-1.800000,1.000000,9.543834,34.357802
10.670753,-4.800000,1.000000,10.670753,38.414712
10.389782,-2.200000,1.000000,10.389782,37.403214
11.991677,-8.400000,1.000000,11.991677,43.170039
11.853598,-4.200000,1.000000,11.853598,42.672953
13.817575,-6.800000,1.000000,13.817575,49.743270
12.911893,-3.400000,1.000000,12.911893,46.482815
17.470397,-11.200000,1.000000,17.470397,62.893431
14.857755,-2.200000,1.000000,14.857755,53.487918
17.684239,-9.000000,1.000000,17.684239,63.663261
17.033060,-2.800000,1.000000,17.033060,61.319017
17.892796,-4.400000,1.000000,17.892796,64.414065
18.122222,-4.000000,1.000000,18.122222,65.239999
16.555553,-1.600000,1.000000,16.555553,59.599992
16.342538,-4.600000,1.000000,16.342538,58.833138
15.640272,-2.000000,1.000000,15.640272,56.304979
19.064453,-2.600000,1.000000,19.064453,68.632030
12.656157,-1.000000,1.000000,12.656157,45.562166
17.795172,-1.000000,1.000000,17.795172,64.062620
19.823991,-4.400000,1.000000,19.823991,71.366369
21.513681,-8.600000,1.000000,21.513681,77.449253
20.915939,-2.600000,1.000000,20.915939,75.297380
22.166198,-5.800000,1.000000,22.166198,79.798314
23.427688,-9.800000,1.000000,23.427688,84.339676
17.972416,-3.200000,1.000000,17.972416,64.700699
13.665569,-1.600000,1.000000,13.665569,49.196049
9.382595,-0.400000,1.000000,9.382595,33.777341
6.145569,0.200000,1.000000,6.145569,22.124047
7.999285,-0.400000,2.000000,3.999642,14.398712
4.886367,-0.200000,2.000000,2.443184,8.795461
7.117215,0.000000,1.000000,7.117215,25.621974
6.097375,-0.400000,5.000000,1.219475,4.390110
6.087523,-0.200000,2.000000,3.043761,10.957541
6.061714,-0.800000,5.000000,1.212343,4.364434
6.084228,0.000000,1.000000,6.084228,21.903221
6.012011,-0.200000,3.000000,2.004004,7.214414
6.084220,0.000000,2.000000,3.042110,10.951596
6.218053,-1.600000,27.000000,0.230298,0.829074
6.084212,0.000000,1.000000,6.084212,21.903162
21.089984,1.800000,4.000000,5.272496,18.980985
1421.630437,382.200000,324.000000,4.387748,15.795894
3.967660,-1.800000,1.000000,3.967660,14.283575
8.336630,-3.000000,1.000000,8.336630,30.011869
8.899610,-3.200000,1.000000,8.899610,32.038597
9.462570,-3.000000,1.000000,9.462570,34.065251
