Entfernung [m],Höhenunterschied [m],Zeit [s],Geschwindigkeit [m/s],Geschwindigkeit [km/h]
0.641869,0.600000,1.000000,0.641869,2.310729
7.040938,-0.200000,15.000000,0.469396,1.689825
3.280031,0.000000,2.000000,1.640015,5.904055
3.280031,0.000000,2.000000,1.640016,5.904056
3.256399,-0.200000,26.000000,0.125246,0.450886
3.286125,0.200000,3.000000,1.095375,3.943350
3.348509,0.000000,2.000000,1.674255,6.027317
3.280034,0.000000,3.000000,1.093345,3.936041
3.286127,0.200000,7.000000,0.469447,1.690008
3.274776,0.400000,9.000000,0.363864,1.309911
3.286128,-0.200000,19.000000,0.172954,0.622635
3.348513,0.000000,12.000000,0.279043,1.004554
3.280038,0.000000,9.000000,0.364449,1.312015
3.274779,0.400000,26.000000,0.125953,0.453431
3.334465,0.600000,12.000000,0.277872,1.000340
3.286132,-0.200000,5.000000,0.657226,2.366015
3.348516,0.000000,8.000000,0.418565,1.506832
3.280042,0.000000,1.000000,3.280042,11.808150
8.352430,0.200000,2.000000,4.176215,15.034374
6.664676,0.000000,2.000000,3.332338,11.996417
7.844527,0.400000,2.000000,3.922263,14.120148
4.494014,-0.200000,6.000000,0.749002,2.696408
1.922313,-0.200000,2.000000,0.961156,3.460163
2.939338,0.200000,3.000000,0.979779,3.527205
4.025671,0.000000,5.000000,0.805134,2.898483
3.559139,-1.400000,5.000000,0.711828,2.562580
1.634866,0.000000,1.000000,1.634866,5.885517
0.300472,0.000000,1.000000,0.300472,1.081701
0.810020,-0.200000,1.000000,0.810020,2.916072
0.790732,0.000000,1.000000,0.790732,2.846634
1.372339,0.000000,2.000000,0.686170,2.470210
0.739923,-0.200000,2.000000,0.369961,1.331861
1.234494,0.000000,1.000000,1.234494,4.444177
1.544070,0.000000,3.000000,0.514690,1.852883
1.307058,0.000000,2.000000,0.653529,2.352704
6.629797,0.200000,8.000000,0.828725,2.983409
11.120651,0.000000,5.000000,2.224130,8.006869
6.809473,0.000000,3.000000,2.269824,8.171368
10.425889,1.000000,4.000000,2.606472,9.383300
3.655211,0.200000,2.000000,1.827605,6.579379
3.793258,0.200000,1.000000,3.793258,13.655728
3.762499,0.200000,2.000000,1.881250,6.772498
3.729735,-0.600000,10.000000,0.372974,1.342705
3.762500,-0.200000,4.000000,0.940625,3.386250
3.787983,0.000000,2.000000,1.893992,6.818370
3.681160,0.000000,5.000000,0.736232,2.650435
3.762501,0.200000,4.000000,0.940625,3.386251
3.787985,0.000000,2.000000,1.893992,6.818373
3.757183,0.000000,4.000000,0.939296,3.381464
3.871815,-1.200000,42.000000,0.092186,0.331870
3.778416,-0.400000,1.000000,3.778416,13.602297
5.717540,-0.600000,1.000000,5.717540,20.583145
13.228838,-1.200000,2.000000,6.614419,23.811908
17.041109,-1.800000,2.000000,8.520554,30.673996
17.846101,-1.000000,2.000000,8.923050,32.122982
19.055090,-1.600000,2.000000,9.527545,34.299163
9.887487,-0.400000,1.000000,9.887487,35.594952
10.754436,-1.200000,1.000000,10.754436,38.715971
21.429826,-1.400000,2.000000,10.714913,38.573687
21.512277,-2.000000,2.000000,10.756138,38.722098
21.172750,-0.600000,2.000000,10.586375,38.110950
11.468477,-1.000000,1.000000,11.468477,41.286516
11.952533,-1.200000,1.000000,11.952533,43.029117
12.171790,-1.200000,1.000000,12.171790,43.818444
11.783743,-1.600000,1.000000,11.783743,42.421476
11.688862,-0.600000,1.000000,11.688862,42.079905
12.435182,-1.000000,1.000000,12.435182,44.766655
26.710076,-3.600000,2.000000,13.355038,48.078136
13.701029,-1.800000,1.000000,13.701029,49.323705
13.915848,-1.400000,1.000000,13.915848,50.097054
14.363310,-1.800000,1.000000,14.363310,51.707917
14.734320,-4.000000,1.000000,14.734320,53.043551
15.585216,-2.400000,1.000000,15.585216,56.106776
16.250785,-0.800000,1.000000,16.250785,58.502828
17.653039,-5.200000,1.000000,17.653039,63.550939
16.421814,-3.400000,1.000000,16.421814,59.118529
16.923986,-3.400000,1.000000,16.923986,60.926350
17.869628,-4.800000,1.000000,17.869628,64.330660
16.991179,-2.200000,1.000000,16.991179,61.168243
17.468637,-3.600000,1.000000,17.468637,62.887092
