Entfernung [m],Höhenunterschied [m],Zeit [s],Geschwindigkeit [m/s],Geschwindigkeit [km/h]
6.590257,0.200000,2.000000,3.295128,11.862462
6.802156,1.000000,94.000000,0.072363,0.260508
7.412935,-3.400000,1.000000,7.412935,26.686566
10.927670,-5.200000,1.000000,10.927670,39.339611
11.785047,-5.000000,1.000000,11.785047,42.426170
10.293499,-6.000000,1.000000,10.293499,37.056597
12.702960,-3.600000,1.000000,12.702960,45.730656
10.789299,-5.600000,1.000000,10.789299,38.841476
7.982954,-4.000000,1.000000,7.982954,28.738636
8.352780,-4.400000,1.000000,8.352780,30.070010
6.988666,-1.800000,1.000000,6.988666,25.159197
8.012349,-4.000000,1.000000,8.012349,28.844456
8.350192,-3.000000,1.000000,8.350192,30.060691
8.920020,-4.600000,1.000000,8.920020,32.112072
7.519143,-4.000000,1.000000,7.519143,27.068917
12.038229,-6.200000,1.000000,12.038229,43.337624
10.304464,-5.200000,1.000000,10.304464,37.096069
8.392092,-3.600000,1.000000,8.392092,30.211532
12.734517,-5.200000,1.000000,12.734517,45.844263
12.951357,-6.400000,1.000000,12.951357,46.624884
12.086559,-4.800000,1.000000,12.086559,43.511613
12.718415,-5.600000,1.000000,12.718415,45.786294
13.168996,-4.400000,1.000000,13.168996,47.408387
15.409273,-8.000000,1.000000,15.409273,55.473382
13.378505,-3.400000,1.000000,13.378505,48.162617
17.653320,-6.200000,1.000000,17.653320,63.551954
16.290152,-3.400000,1.000000,16.290152,58.644547
14.182554,-5.800000,1.000000,14.182554,51.057194
11.326278,-7.200000,1.000000,11.326278,40.774599
5.374226,-2.400000,1.000000,5.374226,19.347213
5.300508,0.000000,1.000000,5.300508,19.081828
7.614974,-0.200000,1.000000,7.614974,27.413906
7.635958,0.600000,2.000000,3.817979,13.744725
7.614978,0.200000,2.000000,3.807489,13.706960
8.694131,4.200000,134.000000,0.064882,0.233574
7.957541,-1.800000,1.000000,7.957541,28.647149
13.497218,-4.000000,1.000000,13.497218,48.589984
13.999099,-2.800000,1.000000,13.999099,50.396756
14.291502,-3.000000,1.000000,14.291502,51.449407
13.965062,-2.400000,1.000000,13.965062,50.274223
15.193031,-2.200000,1.000000,15.193031,54.694913
12.901129,-3.400000,1.000000,12.901129,46.444064
16.463932,-5.400000,1.000000,16.463932,59.270155
20.325008,-3.200000,1.000000,20.325008,73.170029
17.413973,-2.200000,1.000000,17.413973,62.690302
19.474397,-5.400000,1.000000,19.474397,70.107831
19.871338,-4.000000,1.000000,19.871338,71.536817
20.783343,-8.800000,1.000000,20.783343,74.820034
15.715142,-5.200000,1.000000,15.715142,56.574510
18.533327,-1.400000,1.000000,18.533327,66.719978
17.944870,-4.000000,1.000000,17.944870,64.601533
16.031837,-2.400000,1.000000,16.031837,57.714615
14.505997,-2.200000,1.000000,14.505997,52.221591
14.367266,-1.600000,1.000000,14.367266,51.722157
14.907648,-3.200000,1.000000,14.907648,53.667533
15.390691,-3.000000,1.000000,15.390691,55.406488
17.098271,-3.000000,1.000000,17.098271,61.553776
19.685822,-5.800000,1.000000,19.685822,70.868958
20.607292,-7.600000,1.000000,20.607292,74.186252
19.885161,-4.000000,1.000000,19.885161,71.586581
19.916752,-5.400000,1.000000,19.916752,71.700307
19.934707,-5.600000,1.000000,19.934707,71.764944
18.006157,-3.000000,1.000000,18.006157,64.822165
18.049507,-7.000000,1.000000,18.049507,64.978225
15.485898,-2.000000,1.000000,15.485898,55.749234
11.608366,-1.400000,1.000000,11.608366,41.790116
6.322806,-2.200000,1.000000,6.322806,22.762100
7.392555,-0.600000,2.000000,3.696278,13.306599
7.869497,-0.200000,2.000000,3.934748,14.165094
8.056791,0.200000,2.000000,4.028396,14.502224
1.963196,0.200000,5.000000,0.392639,1.413501
34.665616,-1.400000,80.000000,0.433320,1.559953
3.484875,0.200000,1.000000,3.484875,12.545550
7.401444,1.200000,2.000000,3.700722,13.322599
7.973579,1.400000,2.000000,3.986789,14.352441
9.111577,0.400000,3.000000,3.037192,10.933893
5.844635,1.000000,2.000000,2.922318,10.520344
7.991793,1.600000,3.000000,2.663931,9.590151
14.772885,0.400000,5.000000,2.954577,10.636477
13.506062,0.600000,5.000000,2.701212,9.724365
2.599481,0.200000,1.000000,2.599481,9.358130
10.055839,0.800000,4.000000,2.513960,9.050255
2.640480,0.400000,1.000000,2.640480,9.505728
11.169316,1.200000,4.000000,2.792329,10.052384
2.553982,0.600000,1.000000,2.553982,9.194335
517.136568,108.000000,250.000000,2.068546,7.446767
2.990613,0.000000,1.000000,2.990613,10.766205
27.897568,-4.400000,3.000000,9.299189,33.477082
11.649876,-2.200000,1.000000,11.649876,41.939555
12.900480,-3.000000,1.000000,12.900480,46.441729
28.784742,-3.800000,2.000000,14.392371,51.812535
15.933883,-2.200000,1.000000,15.933883,57.361979
16.875138,-1.600000,1.000000,16.875138,60.750495
17.276104,-2.000000,1.000000,17.276104,62.193976
17.391764,-3.800000,1.000000,17.391764,62.610352
16.556169,-3.400000,1.000000,16.556169,59.602209
15.388737,-2.400000,1.000000,15.388737,55.399454
13.329990,-1.000000,1.000000,13.329990,47.987962
30.495893,-0.200000,3.000000,10.165298,36.595071
13.342905,1.000000,2.000000,6.671452,24.017229
4.654034,0.200000,1.000000,4.654034,16.754523
3.744300,0.200000,1.000000,3.744300,13.479480
7.431061,0.200000,2.000000,3.715530,13.375909
9.698541,0.200000,4.000000,2.424635,8.728687
16.271244,-0.400000,8.000000,2.033905,7.322060
13.833760,-1.800000,4.000000,3.458440,12.450384
6.446286,-1.000000,1.000000,6.446286,23.206628
8.300080,-1.200000,1.000000,8.300080,29.880289
9.629840,-1.200000,1.000000,9.629840,34.667424
10.995913,-2.000000,1.000000,10.995913,39.585286
12.336321,-1.800000,1.000000,12.336321,44.410755
14.462627,-4.400000,1.000000,14.462627,52.065456
15.063401,-3.400000,1.000000,15.063401,54.228243
13.157096,-2.200000,1.000000,13.157096,47.365544
9.361132,-1.400000,1.000000,9.361132,33.700077
12.283781,-0.800000,2.000000,6.141890,22.110806
4.202782,0.000000,2.000000,2.101391,7.565007
1.372844,0.000000,4.000000,0.343211,1.235560
1.261834,0.000000,2.000000,0.630917,2.271301
1.504856,-0.400000,2.000000,0.752428,2.708740
3.530765,-0.200000,2.000000,1.765383,6.355378
14.113818,-1.200000,3.000000,4.704606,16.936582
6.228761,-1.000000,1.000000,6.228761,22.423541
15.171980,-1.800000,2.000000,7.585990,27.309564
13.542745,-2.200000,2.000000,6.771372,24.376940
6.035277,-1.200000,1.000000,6.035277,21.726999
12.449077,-1.200000,2.000000,6.224538,22.408338
16.026656,-1.600000,2.000000,8.013328,28.847980
9.276404,-1.200000,1.000000,9.276404,33.395053
9.783582,-2.000000,1.000000,9.783582,35.220894
9.601061,-1.600000,1.000000,9.601061,34.563818
9.859430,-1.400000,1.000000,9.859430,35.493950
18.995266,-1.000000,2.000000,9.497633,34.191479
9.901956,-1.800000,1.000000,9.901956,35.647040
10.747085,-1.000000,1.000000,10.747085,38.689505
13.133174,-3.000000,1.000000,13.133174,47.279428
13.971597,-2.000000,1.000000,13.971597,50.297749
14.740215,-3.200000,1.000000,14.740215,53.064776
13.624368,-2.600000,1.000000,13.624368,49.047726
13.386659,-0.800000,1.000000,13.386659,48.191973
13.173764,-1.000000,1.000000,13.173764,47.425549
12.672520,-1.400000,1.000000,12.672520,45.621072
11.578652,-0.400000,1.000000,11.578652,41.683147
10.787736,-0.800000,1.000000,10.787736,38.835851
19.266537,-1.000000,2.000000,9.633268,34.679766
16.380838,-0.200000,2.000000,8.190419,29.485509
22.094904,0.000000,4.000000,5.523726,19.885414
14.308275,-0.800000,3.000000,4.769425,17.169930
