Date,Entfernung [m],Höhenunterschied [m],Zeit [s],Geschwindigkeit [m/s],Geschwindigkeit [km/h],Saison
2024-02-18,9.484931,-1.600000,1.000000,9.484931,34.145753,2023/2024
2024-02-18,9.718362,-1.400000,1.000000,9.718362,34.986104,2023/2024
2024-02-18,11.150975,-2.400000,1.000000,11.150975,40.143509,2023/2024
2024-02-18,13.526369,-4.600000,1.000000,13.526369,48.694930,2023/2024
2024-02-18,14.310534,-3.400000,1.000000,14.310534,51.517924,2023/2024
2024-02-18,15.066486,-4.400000,1.000000,15.066486,54.239351,2023/2024
2024-02-18,14.879729,-3.200000,1.000000,14.879729,53.567023,2023/2024
2024-02-18,15.763898,-4.800000,1.000000,15.763898,56.750032,2023/2024
2024-02-18,15.400661,-4.200000,1.000000,15.400661,55.442379,2023/2024
2024-02-18,16.107407,-5.800000,1.000000,16.107407,57.986666,2023/2024
2024-02-18,15.487233,-2.600000,1.000000,15.487233,55.754037,2023/2024
2024-02-18,15.673439,-3.800000,1.000000,15.673439,56.424382,2023/2024
2024-02-18,15.058424,-1.800000,1.000000,15.058424,54.210325,2023/2024
2024-02-18,14.974856,-3.400000,1.000000,14.974856,53.909480,2023/2024
2024-02-18,14.705834,-4.600000,1.000000,14.705834,52.941001,2023/2024
2024-02-18,13.967657,-4.200000,1.000000,13.967657,50.283565,2023/2024
2024-02-18,14.120946,-4.000000,1.000000,14.120946,50.835406,2023/2024
2024-02-18,12.361793,-2.800000,1.000000,12.361793,44.502455,2023/2024
2024-02-18,9.936421,-2.800000,1.000000,9.936421,35.771116,2023/2024
2024-02-18,8.101296,-3.800000,1.000000,8.101296,29.164667,2023/2024
2024-02-18,5.197695,-3.000000,1.000000,5.197695,18.711703,2023/2024
2024-02-18,5.448593,-5.400000,1.000000,5.448593,19.614934,2023/2024
2024-02-18,1.384318,-0.800000,1.000000,1.384318,4.983544,2023/2024
2024-02-18,0.704118,-0.200000,2.000000,0.352059,1.267413,2023/2024
2024-02-18,3.639831,0.400000,4.000000,0.909958,3.275848,2023/2024
2024-02-18,2.283191,0.200000,2.000000,1.141595,4.109743,2023/2024
2024-02-18,2.385966,0.400000,2.000000,1.192983,4.294739,2023/2024
2024-02-18,1.480656,0.600000,3.000000,0.493552,1.776787,2023/2024
2024-02-18,11.449163,-1.000000,4.000000,2.862291,10.304246,2023/2024
2024-02-18,4.072690,-1.600000,1.000000,4.072690,14.661684,2023/2024
2024-02-18,6.997265,-1.200000,2.000000,3.498633,12.595078,2023/2024
2024-02-18,3.595949,-1.600000,1.000000,3.595949,12.945418,2023/2024
2024-02-18,3.146287,-1.200000,1.000000,3.146287,11.326632,2023/2024
2024-02-18,6.037747,-1.800000,2.000000,3.018874,10.867945,2023/2024
2024-02-18,8.371146,-2.400000,2.000000,4.185573,15.068064,2023/2024
2024-02-18,4.736892,-1.400000,1.000000,4.736892,17.052810,2023/2024
2024-02-18,9.811140,-2.000000,2.000000,4.905570,17.660052,2023/2024
2024-02-18,9.950309,-1.400000,2.000000,4.975155,17.910557,2023/2024
2024-02-18,11.162797,-1.600000,2.000000,5.581398,20.093034,2023/2024
2024-02-18,4.957002,-0.600000,1.000000,4.957002,17.845208,2023/2024
2024-02-18,4.229576,-2.000000,1.000000,4.229576,15.226472,2023/2024
2024-02-18,3.342307,-1.400000,1.000000,3.342307,12.032306,2023/2024
2024-02-18,3.319437,-1.600000,1.000000,3.319437,11.949973,2023/2024
2024-02-18,2.865981,-0.600000,1.000000,2.865981,10.317532,2023/2024
2024-02-18,2.262351,-0.600000,1.000000,2.262351,8.144462,2023/2024
2024-02-18,1.938469,-1.200000,1.000000,1.938469,6.978489,2023/2024
2024-02-18,1.549246,-0.800000,3.000000,0.516415,1.859095,2023/2024
2024-02-18,0.383337,0.000000,4.000000,0.095834,0.345003,2023/2024
2024-02-18,0.224283,0.000000,2.000000,0.112141,0.403709,2023/2024
2024-02-18,0.214053,-0.200000,1.000000,0.214053,0.770592,2023/2024
2024-02-18,0.836813,-0.800000,3.000000,0.278938,1.004175,2023/2024
2024-02-18,11.948636,-1.600000,11.000000,1.086240,3.910463,2023/2024
2024-02-18,3.852224,-0.800000,1.000000,3.852224,13.868007,2023/2024
2024-02-18,3.403058,-0.600000,1.000000,3.403058,12.251010,2023/2024
2024-02-18,21.076247,-1.600000,4.000000,5.269062,18.968623,2023/2024
2024-02-18,8.441894,-2.000000,1.000000,8.441894,30.390818,2023/2024
2024-02-18,7.101310,-1.600000,1.000000,7.101310,25.564716,2023/2024
2024-02-18,8.541759,-2.200000,1.000000,8.541759,30.750331,2023/2024
2024-02-18,9.109108,-2.200000,1.000000,9.109108,32.792788,2023/2024
2024-02-18,9.094301,-2.400000,1.000000,9.094301,32.739483,2023/2024
2024-02-18,9.326319,-2.200000,1.000000,9.326319,33.574748,2023/2024
2024-02-18,10.527224,-5.000000,1.000000,10.527224,37.898008,2023/2024
2024-02-18,11.141737,-2.200000,1.000000,11.141737,40.110254,2023/2024
2024-02-18,13.305569,-1.800000,1.000000,13.305569,47.900049,2023/2024
2024-02-18,15.194688,-4.400000,1.000000,15.194688,54.700875,2023/2024
2024-02-18,15.525720,-3.200000,1.000000,15.525720,55.892591,2023/2024
2024-02-18,16.353543,-5.800000,1.000000,16.353543,58.872756,2023/2024
2024-02-18,15.488172,-1.800000,1.000000,15.488172,55.757419,2023/2024
2024-02-18,14.204419,-3.200000,1.000000,14.204419,51.135908,2023/2024
2024-02-18,21.157716,-2.600000,1.000000,21.157716,76.167779,2023/2024
2024-02-18,17.948347,-3.600000,1.000000,17.948347,64.614048,2023/2024
2024-02-18,17.392918,-5.800000,1.000000,17.392918,62.614504,2023/2024
2024-02-18,14.317828,-4.000000,1.000000,14.317828,51.544182,2023/2024
2024-02-18,11.623560,-2.800000,1.000000,11.623560,41.844817,2023/2024
2024-02-18,10.274376,-2.400000,1.000000,10.274376,36.987752,2023/2024
2024-02-18,8.223320,-0.600000,1.000000,8.223320,29.603951,2023/2024
2024-02-18,7.914490,-3.600000,1.000000,7.914490,28.492164,2023/2024
2024-02-18,7.183298,-0.800000,1.000000,7.183298,25.859872,2023/2024
2024-02-18,8.206654,-0.800000,1.000000,8.206654,29.543953,2023/2024
2024-02-18,9.322936,-1.000000,1.000000,9.322936,33.562571,2023/2024
2024-02-18,9.456284,-2.200000,1.000000,9.456284,34.042621,2023/2024
2024-02-18,9.738847,-1.800000,1.000000,9.738847,35.059849,2023/2024
2024-02-18,10.053419,-2.400000,1.000000,10.053419,36.192310,2023/2024
2024-02-18,10.126263,-2.800000,1.000000,10.126263,36.454549,2023/2024
2024-02-18,10.487611,-3.400000,1.000000,10.487611,37.755400,2023/2024
2024-02-18,10.124568,-2.800000,1.000000,10.124568,36.448444,2023/2024
2024-02-18,9.896584,-2.200000,1.000000,9.896584,35.627701,2023/2024
2024-02-18,9.967022,-2.000000,1.000000,9.967022,35.881278,2023/2024
2024-02-18,9.887998,-2.000000,1.000000,9.887998,35.596791,2023/2024
2024-02-18,9.820598,-2.200000,1.000000,9.820598,35.354154,2023/2024
2024-02-18,9.784356,-3.000000,1.000000,9.784356,35.223681,2023/2024
2024-02-18,10.308255,-3.400000,1.000000,10.308255,37.109718,2023/2024
2024-02-18,9.836159,-2.800000,1.000000,9.836159,35.410173,2023/2024
2024-02-18,9.605682,-3.000000,1.000000,9.605682,34.580456,2023/2024
2024-02-18,9.259528,-2.800000,1.000000,9.259528,33.334301,2023/2024
2024-02-18,9.138569,-3.000000,1.000000,9.138569,32.898847,2023/2024
2024-02-18,9.413294,-3.200000,1.000000,9.413294,33.887857,2023/2024
2024-02-18,9.850436,-4.400000,1.000000,9.850436,35.461570,2023/2024
2024-02-18,9.474065,-2.800000,1.000000,9.474065,34.106634,2023/2024
2024-02-18,10.181355,-2.800000,1.000000,10.181355,36.652878,2023/2024
2024-02-18,11.995926,-3.600000,1.000000,11.995926,43.185335,2023/2024
2024-02-18,11.141479,-4.600000,1.000000,11.141479,40.109326,2023/2024
2024-02-18,16.152800,-1.800000,1.000000,16.152800,58.150080,2023/2024
2024-02-18,13.607937,-4.400000,1.000000,13.607937,48.988572,2023/2024
2024-02-18,13.441516,-3.400000,1.000000,13.441516,48.389457,2023/2024
2024-02-18,13.720597,-4.800000,1.000000,13.720597,49.394147,2023/2024
2024-02-18,13.298998,-1.800000,1.000000,13.298998,47.876392,2023/2024
2024-02-18,14.606320,-2.600000,1.000000,14.606320,52.582753,2023/2024
2024-02-18,16.424299,-6.200000,1.000000,16.424299,59.127476,2023/2024
2024-02-18,16.326579,-5.200000,1.000000,16.326579,58.775685,2023/2024
2024-02-18,12.976373,-5.200000,1.000000,12.976373,46.714941,2023/2024
2024-02-18,15.162411,-1.800000,1.000000,15.162411,54.584679,2023/2024
2024-02-18,18.816249,-2.800000,1.000000,18.816249,67.738498,2023/2024
2024-02-18,15.322348,-4.400000,1.000000,15.322348,55.160453,2023/2024
2024-02-18,14.229371,-3.400000,1.000000,14.229371,51.225737,2023/2024
2024-02-18,15.215828,-3.000000,1.000000,15.215828,54.776980,2023/2024
2024-02-18,14.430184,-3.600000,1.000000,14.430184,51.948664,2023/2024
2024-02-18,12.454110,-3.800000,1.000000,12.454110,44.834796,2023/2024
2024-02-18,18.179882,-2.800000,1.000000,18.179882,65.447576,2023/2024
2024-02-18,16.484744,-1.200000,1.000000,16.484744,59.345079,2023/2024
2024-02-18,16.458811,-2.600000,1.000000,16.458811,59.251719,2023/2024
2024-02-18,16.594377,-1.800000,1.000000,16.594377,59.739758,2023/2024
2024-02-18,16.409207,-1.800000,1.000000,16.409207,59.073143,2023/2024
2024-02-18,15.296473,-3.800000,1.000000,15.296473,55.067302,2023/2024
2024-02-18,17.622623,-4.400000,1.000000,17.622623,63.441444,2023/2024
2024-02-18,19.123452,-5.400000,1.000000,19.123452,68.844428,2023/2024
2024-02-18,20.326452,-9.800000,1.000000,20.326452,73.175228,2023/2024
2024-02-18,16.163339,-0.600000,1.000000,16.163339,58.188020,2023/2024
2024-02-18,15.282740,-4.200000,1.000000,15.282740,55.017863,2023/2024
2024-02-18,13.185087,-0.200000,1.000000,13.185087,47.466315,2023/2024
2024-02-18,12.412883,-0.400000,1.000000,12.412883,44.686380,2023/2024
2024-02-18,12.289454,0.600000,1.000000,12.289454,44.242033,2023/2024
2024-02-18,24.524523,0.200000,2.000000,12.262262,44.144142,2023/2024
2024-02-18,34.472414,-1.000000,3.000000,11.490805,41.366897,2023/2024
2024-02-18,9.814052,-1.200000,1.000000,9.814052,35.330589,2023/2024
2024-02-18,9.559763,-0.400000,1.000000,9.559763,34.415148,2023/2024
2024-02-18,19.847330,-0.600000,2.000000,9.923665,35.725195,2023/2024
2024-02-18,20.096333,-1.600000,2.000000,10.048167,36.173400,2023/2024
2024-02-18,11.654303,-1.400000,1.000000,11.654303,41.955490,2023/2024
2024-02-18,11.698735,-0.400000,1.000000,11.698735,42.115447,2023/2024
2024-02-18,11.734245,-1.200000,1.000000,11.734245,42.243283,2023/2024
2024-02-18,11.416461,-1.200000,1.000000,11.416461,41.099260,2023/2024
2024-02-18,20.986144,-1.400000,2.000000,10.493072,37.775060,2023/2024
2024-02-18,9.789653,-2.000000,1.000000,9.789653,35.242751,2023/2024
2024-02-18,12.969719,-1.200000,2.000000,6.484860,23.345494,2023/2024
2024-02-18,8.810371,-0.200000,2.000000,4.405186,15.858668,2023/2024
2024-02-18,7.238318,0.000000,4.000000,1.809580,6.514486,2023/2024
2024-02-18,7.324617,-0.400000,2.000000,3.662309,13.184311,2023/2024
2024-02-18,7.249357,-0.400000,5.000000,1.449871,5.219537,2023/2024
2024-02-18,8.561901,-4.400000,11.000000,0.778355,2.802077,2023/2024
2024-02-18,7.831341,-2.800000,1.000000,7.831341,28.192827,2023/2024
2024-02-18,9.571066,-3.600000,1.000000,9.571066,34.455837,2023/2024
2024-02-18,9.232200,-3.000000,1.000000,9.232200,33.235921,2023/2024
2024-02-18,10.429978,-2.600000,1.000000,10.429978,37.547920,2023/2024
2024-02-18,9.772909,-3.400000,1.000000,9.772909,35.182473,2023/2024
2024-02-18,9.425621,-2.400000,1.000000,9.425621,33.932236,2023/2024
2024-02-18,9.972303,-2.800000,1.000000,9.972303,35.900292,2023/2024
2024-02-18,10.308297,-2.400000,1.000000,10.308297,37.109869,2023/2024
2024-02-18,12.852078,-5.800000,1.000000,12.852078,46.267480,2023/2024
2024-02-18,11.478364,-1.200000,1.000000,11.478364,41.322111,2023/2024
2024-02-18,13.413195,-4.400000,1.000000,13.413195,48.287501,2023/2024
2024-02-18,14.718444,-3.600000,1.000000,14.718444,52.986397,2023/2024
2024-02-18,16.824516,-5.200000,1.000000,16.824516,60.568259,2023/2024
2024-02-18,17.895570,-5.600000,1.000000,17.895570,64.424053,2023/2024
2024-02-18,16.302685,-2.800000,1.000000,16.302685,58.689665,2023/2024
2024-02-18,15.048705,-4.000000,1.000000,15.048705,54.175337,2023/2024
2024-02-18,15.024833,-6.600000,1.000000,15.024833,54.089400,2023/2024
2024-02-18,13.446195,-3.800000,1.000000,13.446195,48.406300,2023/2024
2024-02-18,13.105829,-3.000000,1.000000,13.105829,47.180983,2023/2024
2024-02-18,11.975232,-1.800000,1.000000,11.975232,43.110837,2023/2024
2024-02-18,12.306707,-3.400000,1.000000,12.306707,44.304146,2023/2024
2024-02-18,12.801872,-4.200000,1.000000,12.801872,46.086741,2023/2024
2024-02-18,12.175851,-2.200000,1.000000,12.175851,43.833064,2023/2024
2024-02-18,12.351909,-3.000000,1.000000,12.351909,44.466873,2023/2024
2024-02-18,12.298737,-2.400000,1.000000,12.298737,44.275452,2023/2024
2024-02-18,12.857470,-1.600000,1.000000,12.857470,46.286890,2023/2024
2024-02-18,13.283821,-1.200000,1.000000,13.283821,47.821756,2023/2024
2024-02-18,11.529071,-1.000000,1.000000,11.529071,41.504656,2023/2024
2024-02-18,11.031561,-4.400000,1.000000,11.031561,39.713621,2023/2024
2024-02-18,10.162810,-3.000000,1.000000,10.162810,36.586115,2023/2024
2024-02-18,10.030675,-1.400000,1.000000,10.030675,36.110429,2023/2024
2024-02-18,12.643333,-2.600000,1.000000,12.643333,45.515999,2023/2024
2024-02-18,13.219216,-1.400000,1.000000,13.219216,47.589179,2023/2024
2024-02-18,14.897496,-4.000000,1.000000,14.897496,53.630985,2023/2024
2024-02-18,16.507373,-3.400000,1.000000,16.507373,59.426544,2023/2024
2024-02-18,14.086398,-1.200000,1.000000,14.086398,50.711032,2023/2024
2024-02-18,12.273328,-4.400000,1.000000,12.273328,44.183981,2023/2024
2024-02-18,10.217829,-3.800000,1.000000,10.217829,36.784185,2023/2024
2024-02-18,8.519870,-2.600000,1.000000,8.519870,30.671531,2023/2024
2024-02-18,8.700897,-1.800000,1.000000,8.700897,31.323231,2023/2024
2024-02-18,7.277580,-1.200000,1.000000,7.277580,26.199289,2023/2024
2024-02-18,5.176592,-1.600000,1.000000,5.176592,18.635732,2023/2024
2024-02-18,5.629164,-1.800000,1.000000,5.629164,20.264991,2023/2024
2024-02-18,8.168976,-1.200000,2.000000,4.084488,14.704157,2023/2024
2024-02-18,3.468416,-0.800000,2.000000,1.734208,6.243149,2023/2024
2024-02-18,1.751314,-0.200000,2.000000,0.875657,3.152365,2023/2024
2024-02-18,0.523793,-0.200000,2.000000,0.261897,0.942828,2023/2024
2024-02-18,0.152532,0.000000,3.000000,0.050844,0.183039,2023/2024
2024-02-18,26.651700,-1.200000,25.000000,1.066068,3.837845,2023/2024
2024-02-18,5.341257,-0.400000,3.000000,1.780419,6.409509,2023/2024
2024-02-18,19.568225,0.200000,10.000000,1.956822,7.044561,2023/2024
