,time,temperatur_2m,apparent_temperatur,weather_code,cloudiness,wind_speed,wind_direction
0,1711288800,-1.0,-5.97858190536499,2.0,88.0,13.392773628234863,36.253936767578125
0,1711290600,-1.100000023841858,-5.994569778442383,2.0,88.0,12.889809608459473,35.90981674194336
0,1711290600,-1.100000023841858,-5.994569778442383,2.0,88.0,12.889809608459473,35.90981674194336
0,1711290600,-1.100000023841858,-5.994569778442383,2.0,88.0,12.889809608459473,35.90981674194336
0,1711290600,-1.100000023841858,-5.994569778442383,2.0,88.0,12.889809608459473,35.90981674194336
0,1711290600,-1.100000023841858,-5.994569778442383,2.0,88.0,12.889809608459473,35.90981674194336
0,1711290600,-1.100000023841858,-5.994569778442383,2.0,88.0,12.889809608459473,35.90981674194336
0,1711353600,-5.0,-8.655292510986328,0.0,0.0,3.2599384784698486,173.65989685058594
